payment_id,client_id,payment_month,lockbox_amount,payment_method
PAY0001126,ClientD,2025-04,784.39,Wire
PAY0001127,ClientA,2026-02,191.39,ACH
PAY0001128,ClientC,2026-02,472.82,Wire
PAY0001129,ClientD,2025-03,169.17,Check
PAY0001130,ClientC,2025-05,631.53,Check
PAY0001131,ClientA,2026-02,1025.09,Check
PAY0001132,ClientB,2025-03,485.11,ACH
PAY0001133,ClientC,2025-12,387.76,Wire
PAY0001134,ClientB,2025-06,169.68,ACH
PAY0001135,ClientA,2025-02,169.85,Wire
PAY0001136,ClientA,2025-05,705.79,Check
PAY0001137,ClientC,2025-01,156.23,Check
PAY0001138,ClientC,2026-04,205.02,Wire
PAY0001139,ClientD,2025-07,340.88,ACH
PAY0001140,ClientB,2026-04,688.61,Wire
PAY0001141,ClientA,2025-10,686.36,Wire
PAY0001142,ClientD,2025-03,1251.05,ACH
PAY0001143,ClientB,2025-09,381.61,Check
PAY0001144,ClientC,2026-04,328.45,Wire
PAY0001145,ClientB,2025-09,182.3,ACH
PAY0001146,ClientC,2026-01,425.18,Check
PAY0001147,ClientD,2026-03,1128.52,Check
PAY0001148,ClientC,2026-01,259.85,ACH
PAY0001149,ClientB,2025-04,1344.4,ACH
PAY0001150,ClientB,2025-02,331.6,ACH
PAY0001151,ClientB,2025-05,131.15,ACH
PAY0001152,ClientD,2025-09,246.82,Wire
PAY0001153,ClientD,2026-02,49.6,Check
PAY0001154,ClientA,2025-02,1206.03,Check
PAY0001155,ClientB,2025-02,162.36,Check
PAY0001156,ClientC,2026-02,831.65,Wire
PAY0001157,ClientC,2025-07,112.24,Wire
PAY0001158,ClientB,2026-01,794.31,Wire
PAY0001159,ClientD,2025-07,812.86,ACH
PAY0001160,ClientD,2025-10,262.15,ACH
PAY0001161,ClientA,2025-04,846.06,Wire
PAY0001162,ClientD,2025-11,284.75,ACH
PAY0001163,ClientB,2026-04,327.19,Wire
PAY0001164,ClientA,2026-02,236.49,Check
PAY0001165,ClientD,2025-01,66.17,Check
PAY0001166,ClientD,2025-07,265.36,ACH
PAY0001167,ClientA,2025-09,494.34,ACH
PAY0001168,ClientA,2026-01,146.4,Check
PAY0001169,ClientD,2025-11,702.22,Wire
PAY0001170,ClientC,2025-10,619.07,Check
PAY0001171,ClientD,2025-01,470.41,Check
PAY0001172,ClientC,2025-03,830.25,ACH
PAY0001173,ClientC,2026-01,560.4,ACH
PAY0001174,ClientB,2026-03,64.81,Wire
PAY0001175,ClientC,2025-01,201.81,Check
PAY0001176,ClientA,2025-08,148.62,Wire
PAY0001177,ClientD,2025-12,306.32,ACH
PAY0001178,ClientA,2026-02,528.79,Wire
PAY0001179,ClientB,2025-01,623.05,ACH
PAY0001180,ClientD,2025-06,206.24,Check
PAY0001181,ClientB,2026-01,382.26,ACH
PAY0001182,ClientD,2026-02,188.36,Check
PAY0001183,ClientC,2025-10,689.75,Check
PAY0001184,ClientB,2025-02,132.41,Check
PAY0001185,ClientD,2026-01,548.99,Check
PAY0001186,ClientD,2025-08,162.41,Check
PAY0001187,ClientB,2026-03,1895.64,Wire
PAY0001188,ClientD,2026-02,451.6,Check
PAY0001189,ClientD,2026-03,509.19,Wire
PAY0001190,ClientB,2025-07,89.02,ACH
PAY0001191,ClientA,2026-02,61.51,ACH
PAY0001192,ClientC,2025-03,584.19,Check
PAY0001193,ClientA,2025-04,424.66,ACH
PAY0001194,ClientB,2026-03,691.39,ACH
PAY0001195,ClientB,2025-02,286.29,ACH
PAY0001196,ClientD,2025-02,349.64,ACH
PAY0001197,ClientB,2026-02,352.03,Check
PAY0001198,ClientC,2026-04,585.76,ACH
PAY0001199,ClientC,2025-03,162.36,ACH
PAY0001200,ClientD,2025-02,362.2,Wire
PAY0001201,ClientD,2026-01,884.56,Check
PAY0001202,ClientA,2025-10,437.16,ACH
PAY0001203,ClientC,2026-04,833.3,Check
PAY0001204,ClientD,2025-02,442.52,Check
PAY0001205,ClientC,2025-04,592.98,Check
PAY0001206,ClientC,2025-11,314.38,Check
PAY0001207,ClientA,2025-07,262.6,Wire
PAY0001208,ClientB,2025-12,1972.89,Check
PAY0001209,ClientC,2025-09,974.97,ACH
PAY0001210,ClientC,2025-01,1305.67,ACH
PAY0001211,ClientC,2025-03,130.34,Check
PAY0001212,ClientD,2026-04,531.04,Wire
PAY0001213,ClientA,2025-04,141.99,Wire
PAY0001214,ClientC,2025-02,923.72,Wire
PAY0001215,ClientC,2025-04,480.76,ACH
PAY0001216,ClientD,2025-08,792.6,Wire
PAY0001217,ClientA,2025-03,272.36,ACH
PAY0001218,ClientB,2025-05,292.28,Wire
PAY0001219,ClientC,2026-04,926.52,Wire
PAY0001220,ClientD,2025-06,765.09,ACH
PAY0001221,ClientD,2025-01,537.52,Check
PAY0001222,ClientA,2025-01,56.89,Check
PAY0001223,ClientC,2025-10,324.59,ACH
PAY0001224,ClientB,2025-05,557.0,Check
PAY0001225,ClientA,2026-04,1757.47,Wire
PAY0001226,ClientD,2025-06,191.85,Check
PAY0001227,ClientB,2025-07,867.63,Wire
PAY0001228,ClientB,2025-05,524.69,Check
PAY0001229,ClientD,2026-04,740.84,Wire
PAY0001230,ClientC,2026-04,700.96,Check
PAY0001231,ClientB,2025-07,617.97,Check
PAY0001232,ClientA,2025-03,816.19,Check
PAY0001233,ClientD,2025-11,563.27,ACH
PAY0001234,ClientC,2025-03,286.95,Wire
PAY0001235,ClientD,2025-03,273.66,Check
PAY0001236,ClientC,2025-02,497.46,Wire
PAY0001237,ClientC,2025-11,240.62,Check
PAY0001238,ClientD,2025-08,375.46,ACH
PAY0001239,ClientD,2025-04,294.78,Wire
PAY0001240,ClientA,2025-05,207.06,Check
PAY0001241,ClientB,2025-06,185.2,Wire
PAY0001242,ClientC,2026-02,502.94,Wire
PAY0001243,ClientC,2025-08,308.94,Wire
PAY0001244,ClientA,2026-03,157.35,Wire
PAY0001245,ClientD,2025-09,490.8,ACH
PAY0001246,ClientA,2025-02,266.76,Check
PAY0001247,ClientD,2025-05,346.76,Check
PAY0001248,ClientD,2025-07,357.35,ACH
PAY0001249,ClientD,2025-04,650.7,Check
PAY0001250,ClientC,2025-12,636.31,Wire
PAY0001251,ClientB,2025-06,972.84,Wire
PAY0001252,ClientD,2025-08,398.86,ACH
PAY0001253,ClientA,2025-09,83.73,Check
PAY0001254,ClientB,2026-04,318.21,Wire
PAY0001255,ClientC,2025-08,808.2,Check
PAY0001256,ClientD,2026-01,29.65,Wire
PAY0001257,ClientB,2026-03,88.57,Wire
PAY0001258,ClientA,2026-02,316.85,Check
PAY0001259,ClientB,2025-08,211.63,ACH
PAY0001260,ClientB,2025-07,225.13,ACH
PAY0001261,ClientC,2026-04,234.67,ACH
PAY0001262,ClientD,2025-07,554.85,Wire
PAY0001263,ClientA,2026-01,616.27,Check
PAY0001264,ClientD,2025-08,457.33,ACH
PAY0001265,ClientC,2025-01,624.13,Check
PAY0001266,ClientC,2025-11,265.32,ACH
PAY0001267,ClientB,2026-04,358.89,ACH
PAY0001268,ClientC,2025-01,181.57,Check
PAY0001269,ClientA,2025-11,275.51,ACH
PAY0001270,ClientD,2025-03,476.65,Wire
PAY0001271,ClientC,2026-03,1010.63,Wire
PAY0001272,ClientC,2026-02,522.26,Wire
PAY0001273,ClientA,2025-01,370.04,Wire
PAY0001274,ClientC,2026-02,48.36,Check
PAY0001275,ClientD,2025-03,1587.49,Wire
PAY0001276,ClientC,2025-11,682.21,ACH
PAY0001277,ClientC,2025-05,174.46,Wire
PAY0001278,ClientC,2025-12,103.75,Check
PAY0001279,ClientC,2025-07,341.56,ACH
PAY0001280,ClientA,2025-07,572.73,Check
PAY0001281,ClientA,2025-07,655.56,ACH
PAY0001282,ClientD,2025-02,790.92,Wire
PAY0001283,ClientC,2026-03,313.98,Check
PAY0001284,ClientC,2025-11,456.53,Wire
PAY0001285,ClientD,2025-11,1323.02,ACH
PAY0001286,ClientA,2025-06,437.47,Wire
PAY0001287,ClientA,2025-03,449.34,Check
PAY0001288,ClientC,2026-04,549.7,Wire
PAY0001289,ClientD,2025-01,1229.7,Check
PAY0001290,ClientD,2025-06,700.92,ACH
PAY0001291,ClientA,2025-06,724.05,Check
PAY0001292,ClientD,2025-03,64.96,Wire
PAY0001293,ClientD,2025-07,876.28,Wire
PAY0001294,ClientB,2025-09,956.8,Wire
PAY0001295,ClientB,2025-12,103.06,ACH
PAY0001296,ClientA,2026-04,101.16,Check
PAY0001297,ClientD,2026-03,519.06,Wire
PAY0001298,ClientC,2025-08,622.62,Check
PAY0001299,ClientD,2025-01,434.58,ACH
PAY0001300,ClientA,2025-10,840.38,ACH
PAY0001301,ClientD,2025-12,1186.98,Check
PAY0001302,ClientA,2025-11,113.9,Wire
PAY0001303,ClientB,2025-04,1282.05,Wire
PAY0001304,ClientA,2025-07,617.27,Wire
PAY0001305,ClientC,2026-04,116.84,ACH
PAY0001306,ClientB,2026-04,82.6,ACH
PAY0001307,ClientB,2025-07,134.74,ACH
PAY0001308,ClientA,2026-02,193.07,Wire
PAY0001309,ClientD,2025-02,101.85,Wire
PAY0001310,ClientB,2025-12,96.27,Wire
PAY0001311,ClientC,2025-04,498.15,Wire
PAY0001312,ClientD,2025-08,311.57,ACH
PAY0001313,ClientB,2026-04,688.17,Wire
PAY0001314,ClientA,2025-11,159.18,Wire
PAY0001315,ClientD,2025-03,520.84,ACH
PAY0001316,ClientD,2025-05,1089.55,ACH
PAY0001317,ClientB,2025-05,370.02,ACH
PAY0001318,ClientB,2025-01,1246.05,Wire
PAY0001319,ClientA,2025-06,1446.03,ACH
PAY0001320,ClientD,2025-01,672.22,Wire
PAY0001321,ClientD,2025-03,523.19,Wire
PAY0001322,ClientA,2026-02,236.14,Wire
PAY0001323,ClientA,2025-06,178.96,Wire
PAY0001324,ClientB,2026-04,599.57,Check
PAY0001325,ClientD,2025-06,342.69,ACH
PAY0001326,ClientC,2026-04,374.58,ACH
PAY0001327,ClientD,2025-12,890.85,Wire
PAY0001328,ClientA,2025-09,851.48,Check
PAY0001329,ClientA,2025-08,651.76,Check
PAY0001330,ClientB,2025-01,671.53,ACH
PAY0001331,ClientB,2025-07,616.34,Check
PAY0001332,ClientB,2026-03,1017.38,Wire
PAY0001333,ClientC,2025-05,644.73,ACH
PAY0001334,ClientA,2025-09,375.23,ACH
PAY0001335,ClientD,2025-10,602.24,Check
PAY0001336,ClientC,2025-08,196.94,Check
PAY0001337,ClientA,2025-08,347.88,Wire
PAY0001338,ClientC,2026-01,210.6,Wire
PAY0001339,ClientA,2025-12,797.15,Check
PAY0001340,ClientB,2025-04,589.17,Wire
PAY0001341,ClientC,2025-07,878.08,Check
PAY0001342,ClientA,2025-05,758.44,Wire
PAY0001343,ClientB,2025-11,617.13,Wire
PAY0001344,ClientC,2025-03,810.48,Wire
PAY0001345,ClientC,2026-04,319.29,Check
PAY0001346,ClientD,2025-03,95.33,Check
PAY0001347,ClientB,2026-03,371.65,ACH
PAY0001348,ClientB,2026-04,416.96,Check
PAY0001349,ClientB,2026-04,96.34,Check
PAY0001350,ClientC,2025-11,289.86,Wire
PAY0001351,ClientC,2025-03,380.1,Wire
PAY0001352,ClientC,2025-05,877.88,Check
PAY0001353,ClientA,2025-03,252.89,Check
PAY0001354,ClientC,2025-12,202.07,Check
PAY0001355,ClientD,2026-03,16.53,Wire
PAY0001356,ClientD,2026-03,333.37,ACH
PAY0001357,ClientC,2025-04,922.22,Wire
PAY0001358,ClientC,2025-12,1456.52,Wire
PAY0001359,ClientC,2025-07,1217.67,Wire
PAY0001360,ClientD,2025-03,394.16,Check
PAY0001361,ClientB,2026-04,1317.16,Check
PAY0001362,ClientC,2025-09,591.09,Check
PAY0001363,ClientC,2026-04,345.51,Check
PAY0001364,ClientC,2025-01,166.48,ACH
PAY0001365,ClientA,2025-01,656.2,Wire
PAY0001366,ClientA,2026-01,359.3,Wire
PAY0001367,ClientB,2025-05,1049.45,Wire
PAY0001368,ClientC,2025-12,622.21,Check
PAY0001369,ClientB,2025-11,271.41,Wire
PAY0001370,ClientC,2025-10,187.34,ACH
PAY0001371,ClientC,2026-01,753.84,Check
PAY0001372,ClientB,2025-09,467.66,Wire
PAY0001373,ClientB,2025-07,1111.03,Wire
PAY0001374,ClientB,2025-08,730.26,Wire
PAY0001375,ClientA,2025-12,611.9,Check
PAY0001376,ClientA,2025-11,1088.39,Check
PAY0001377,ClientC,2025-08,206.61,Wire
PAY0001378,ClientD,2025-07,348.54,Check
PAY0001379,ClientC,2026-02,725.04,ACH
PAY0001380,ClientB,2025-04,261.33,Wire
PAY0001381,ClientD,2025-01,129.5,Wire
PAY0001382,ClientD,2025-04,934.22,ACH
PAY0001383,ClientC,2025-07,897.73,Wire
PAY0001384,ClientD,2025-05,86.27,Check
PAY0001385,ClientD,2025-08,267.52,Check
PAY0001386,ClientC,2025-07,147.3,Check
PAY0001387,ClientA,2025-06,139.92,ACH
PAY0001388,ClientC,2025-04,138.18,ACH
PAY0001389,ClientC,2026-01,1084.79,ACH
PAY0001390,ClientC,2025-08,1414.04,Check
PAY0001391,ClientD,2025-07,1235.07,Wire
PAY0001392,ClientC,2026-04,531.98,ACH
PAY0001393,ClientC,2025-09,461.44,ACH
PAY0001394,ClientC,2025-10,543.19,Wire
PAY0001395,ClientB,2025-03,1046.18,ACH
PAY0001396,ClientC,2025-05,354.99,Wire
PAY0001397,ClientA,2026-03,247.95,Check
PAY0001398,ClientD,2025-08,771.18,ACH
PAY0001399,ClientC,2025-11,326.81,Check
PAY0001400,ClientB,2025-02,826.96,ACH
PAY0001401,ClientC,2025-04,578.73,ACH
PAY0001402,ClientB,2025-04,1399.01,Check
PAY0001403,ClientA,2026-03,1071.37,Check
PAY0001404,ClientD,2025-08,586.68,Check
PAY0001405,ClientC,2026-04,334.71,Wire
PAY0001406,ClientA,2026-03,302.81,Check
PAY0001407,ClientD,2025-01,1003.94,ACH
PAY0001408,ClientD,2025-08,333.03,ACH
PAY0001409,ClientB,2025-05,534.69,ACH
PAY0001410,ClientA,2025-03,428.02,ACH
PAY0001411,ClientD,2025-07,54.4,ACH
PAY0001412,ClientB,2025-05,733.42,Check
PAY0001413,ClientA,2026-01,484.37,ACH
PAY0001414,ClientC,2026-04,570.11,ACH
PAY0001415,ClientC,2026-04,40.52,Wire
PAY0001416,ClientC,2026-01,1484.66,Check
PAY0001417,ClientD,2026-02,1196.09,Check
PAY0001418,ClientA,2026-04,366.38,ACH
PAY0001419,ClientB,2025-11,711.57,ACH
PAY0001420,ClientC,2026-02,658.45,Wire
PAY0001421,ClientA,2026-03,470.23,ACH
PAY0001422,ClientC,2025-08,818.68,Check
PAY0001423,ClientD,2025-02,808.01,ACH
PAY0001424,ClientD,2025-09,557.95,Check
PAY0001425,ClientD,2025-06,690.86,Check
PAY0001426,ClientD,2025-08,263.73,Check
PAY0001427,ClientB,2025-10,632.26,ACH
PAY0001428,ClientD,2025-04,247.35,ACH
PAY0001429,ClientA,2025-05,1258.53,Wire
PAY0001430,ClientD,2026-01,803.93,ACH
PAY0001431,ClientB,2025-12,324.14,Wire
PAY0001432,ClientC,2025-08,88.65,Check
PAY0001433,ClientC,2025-04,232.38,ACH
PAY0001434,ClientA,2025-06,684.99,Check
PAY0001435,ClientA,2025-10,88.78,Wire
PAY0001436,ClientB,2025-09,208.22,Check
PAY0001437,ClientB,2025-04,201.04,Wire
PAY0001438,ClientD,2025-06,433.79,ACH
PAY0001439,ClientB,2025-08,439.87,Wire
PAY0001440,ClientC,2025-11,320.3,Check
PAY0001441,ClientB,2025-08,206.3,Check
PAY0001442,ClientC,2025-10,615.82,Wire
PAY0001443,ClientA,2025-11,221.8,Check
PAY0001444,ClientC,2025-04,535.9,Check
PAY0001445,ClientD,2025-06,1268.32,Wire
PAY0001446,ClientC,2026-02,308.99,Wire
PAY0001447,ClientD,2025-02,1100.76,ACH
PAY0001448,ClientB,2025-04,378.3,ACH
PAY0001449,ClientA,2025-04,1244.17,Check
PAY0001450,ClientC,2025-07,289.29,Wire
PAY0001451,ClientD,2025-08,374.13,ACH
PAY0001452,ClientC,2025-09,593.13,Check
PAY0001453,ClientB,2025-05,139.76,Check
PAY0001454,ClientA,2025-10,401.91,ACH
PAY0001455,ClientD,2025-03,274.69,ACH
PAY0001456,ClientC,2025-04,485.92,ACH
PAY0001457,ClientB,2025-04,192.07,ACH
PAY0001458,ClientB,2025-05,410.63,Wire
PAY0001459,ClientC,2026-01,553.93,Wire
PAY0001460,ClientC,2025-05,1956.52,ACH
PAY0001461,ClientB,2026-02,26.73,Check
PAY0001462,ClientB,2025-06,314.91,Check
PAY0001463,ClientA,2026-04,1199.7,Check
PAY0001464,ClientD,2025-02,1202.55,ACH
PAY0001465,ClientA,2025-01,321.87,Check
PAY0001466,ClientC,2025-10,250.03,Wire
PAY0001467,ClientB,2026-01,756.7,Wire
PAY0001468,ClientB,2025-10,227.96,ACH
PAY0001469,ClientD,2026-02,1490.39,Check
PAY0001470,ClientB,2026-04,1018.0,ACH
PAY0001471,ClientA,2026-02,284.8,Check
PAY0001472,ClientB,2025-06,357.82,ACH
PAY0001473,ClientB,2025-02,1445.81,Check
PAY0001474,ClientC,2025-02,1289.15,ACH
PAY0001475,ClientB,2025-03,413.93,Check
PAY0001476,ClientC,2025-05,757.49,Wire
PAY0001477,ClientA,2026-02,1102.71,Wire
PAY0001478,ClientA,2026-03,170.87,Wire
PAY0001479,ClientC,2026-04,33.0,Check
PAY0001480,ClientA,2025-01,300.83,Check
PAY0001481,ClientA,2025-05,511.64,ACH
PAY0001482,ClientC,2026-04,1043.96,Check
PAY0001483,ClientC,2026-03,247.9,ACH
PAY0001484,ClientA,2025-09,242.15,Check
PAY0001485,ClientC,2025-07,70.42,Wire
PAY0001486,ClientB,2025-11,907.72,Check
PAY0001487,ClientA,2025-08,920.77,ACH
PAY0001488,ClientC,2026-04,547.5,ACH
PAY0001489,ClientA,2025-03,1271.47,ACH
PAY0001490,ClientD,2025-09,631.97,ACH
PAY0001491,ClientC,2025-04,293.28,ACH
PAY0001492,ClientA,2025-12,641.78,ACH
PAY0001493,ClientC,2025-12,582.72,Check
PAY0001494,ClientB,2025-04,451.87,Wire
PAY0001495,ClientD,2025-02,781.64,Check
PAY0001496,ClientC,2025-11,64.69,Wire
PAY0001497,ClientB,2025-01,477.53,Wire
PAY0001498,ClientC,2025-01,963.23,ACH
PAY0001499,ClientD,2025-02,270.17,ACH
PAY0001500,ClientD,2026-04,480.88,Wire
PAY0001501,ClientA,2025-03,342.57,ACH
PAY0001502,ClientC,2026-03,479.31,Check
PAY0001503,ClientA,2026-03,381.07,Wire
PAY0001504,ClientA,2026-03,959.38,Wire
PAY0001505,ClientA,2026-02,370.34,Check
PAY0001506,ClientB,2025-12,1124.24,Wire
PAY0001507,ClientD,2025-09,545.48,Check
PAY0001508,ClientC,2025-07,801.67,Check
PAY0001509,ClientB,2026-02,372.49,Wire
PAY0001510,ClientA,2025-12,1005.83,Check
PAY0001511,ClientB,2025-10,176.74,ACH
PAY0001512,ClientA,2026-01,382.81,ACH
PAY0001513,ClientA,2025-07,191.36,Check
PAY0001514,ClientA,2025-11,1133.48,Check
PAY0001515,ClientD,2025-03,773.29,Check
PAY0001516,ClientD,2025-03,212.63,ACH
PAY0001517,ClientC,2025-07,698.94,ACH
PAY0001518,ClientB,2025-12,285.37,ACH
PAY0001519,ClientC,2025-01,202.93,ACH
PAY0001520,ClientB,2026-03,431.78,ACH
PAY0001521,ClientB,2025-08,210.7,Wire
PAY0001522,ClientB,2025-02,858.82,ACH
PAY0001523,ClientD,2025-12,97.53,ACH
PAY0001524,ClientD,2025-11,116.83,ACH
PAY0001525,ClientD,2026-03,710.04,Wire
PAY0001526,ClientA,2025-05,553.1,Wire
PAY0001527,ClientB,2025-01,673.0,Wire
PAY0001528,ClientB,2026-01,403.07,Check
PAY0001529,ClientC,2026-01,197.3,Check
PAY0001530,ClientD,2026-02,480.08,Check
PAY0001531,ClientA,2025-11,493.11,Check
PAY0001532,ClientD,2025-12,486.81,ACH
PAY0001533,ClientB,2025-09,416.59,ACH
PAY0001534,ClientA,2026-04,842.13,Wire
PAY0001535,ClientB,2025-01,1926.86,Wire
PAY0001536,ClientC,2026-02,207.02,ACH
PAY0001537,ClientC,2025-11,300.69,Check
PAY0001538,ClientC,2025-04,245.01,ACH
PAY0001539,ClientD,2025-08,515.1,ACH
PAY0001540,ClientB,2025-01,279.28,ACH
PAY0001541,ClientC,2025-03,332.05,ACH
PAY0001542,ClientA,2026-02,367.17,ACH
PAY0001543,ClientA,2026-02,934.6,ACH
PAY0001544,ClientA,2026-01,772.32,Check
PAY0001545,ClientD,2026-04,573.53,ACH
PAY0001546,ClientA,2025-04,297.58,Check
PAY0001547,ClientB,2025-06,428.44,Check
PAY0001548,ClientD,2026-02,794.83,Wire
PAY0001549,ClientC,2026-01,201.61,Wire
PAY0001550,ClientD,2025-01,139.06,Check
PAY0001551,ClientD,2025-06,154.16,ACH
PAY0001552,ClientB,2025-02,1345.76,Check
PAY0001553,ClientD,2026-01,930.81,Check
PAY0001554,ClientD,2026-04,705.96,Wire
PAY0001555,ClientA,2026-01,229.81,Check
PAY0001556,ClientD,2026-02,689.84,Check
PAY0001557,ClientB,2025-09,282.73,Wire
PAY0001558,ClientD,2025-12,301.5,ACH
PAY0001559,ClientB,2025-07,214.79,ACH
PAY0001560,ClientB,2026-04,87.31,ACH
PAY0001561,ClientC,2026-01,851.98,Check
PAY0001562,ClientA,2025-09,352.16,Check
PAY0001563,ClientA,2025-03,334.7,Wire
PAY0001564,ClientA,2026-04,1416.14,Check
PAY0001565,ClientC,2026-02,402.03,Check
PAY0001566,ClientA,2025-12,565.77,Check
PAY0001567,ClientA,2025-02,219.56,ACH
PAY0001568,ClientB,2025-08,520.53,Wire
PAY0001569,ClientC,2025-03,635.59,ACH
PAY0001570,ClientB,2025-12,470.22,Check
PAY0001571,ClientB,2026-02,337.57,Check
PAY0001572,ClientB,2026-02,689.73,ACH
PAY0001573,ClientC,2026-01,461.97,ACH
PAY0001574,ClientC,2025-03,286.81,ACH
PAY0001575,ClientC,2025-11,490.68,Wire
PAY0001576,ClientA,2025-11,634.74,Wire
PAY0001577,ClientA,2025-09,140.94,Wire
PAY0001578,ClientB,2025-12,196.58,Wire
PAY0001579,ClientC,2025-02,377.33,Check
PAY0001580,ClientD,2025-05,585.59,Check
PAY0001581,ClientC,2025-04,966.29,Wire
PAY0001582,ClientA,2025-07,544.63,Wire
PAY0001583,ClientD,2025-02,242.22,Check
PAY0001584,ClientB,2026-03,699.06,Wire
PAY0001585,ClientA,2025-09,887.03,Check
PAY0001586,ClientC,2025-07,412.51,Wire
PAY0001587,ClientC,2025-04,77.14,ACH
PAY0001588,ClientD,2026-02,282.15,Wire
PAY0001589,ClientC,2025-03,271.89,ACH
PAY0001590,ClientB,2025-10,123.54,Wire
PAY0001591,ClientC,2025-09,222.05,Check
PAY0001592,ClientC,2025-07,625.01,Wire
PAY0001593,ClientD,2025-11,709.45,Check
PAY0001594,ClientB,2025-04,908.29,Wire
PAY0001595,ClientB,2026-02,138.26,ACH
PAY0001596,ClientC,2025-04,398.0,ACH
PAY0001597,ClientB,2025-04,347.79,ACH
PAY0001598,ClientD,2025-10,698.71,Check
PAY0001599,ClientD,2025-07,579.01,ACH
PAY0001600,ClientD,2025-01,701.02,Wire
PAY0001601,ClientC,2025-11,260.4,ACH
PAY0001602,ClientA,2026-04,689.31,ACH
PAY0001603,ClientC,2025-02,671.04,Check
PAY0001604,ClientB,2026-03,1101.76,Check
PAY0001605,ClientB,2025-06,497.8,ACH
PAY0001606,ClientB,2026-04,1008.38,Check
PAY0001607,ClientD,2025-01,401.55,Wire
PAY0001608,ClientB,2026-02,321.9,Check
PAY0001609,ClientB,2025-02,570.0,ACH
PAY0001610,ClientB,2025-01,1533.68,Wire
PAY0001611,ClientA,2025-11,249.65,Wire
PAY0001612,ClientC,2026-01,352.34,Check
PAY0001613,ClientC,2026-01,357.47,ACH
PAY0001614,ClientB,2025-11,329.5,ACH
PAY0001615,ClientB,2025-01,1276.27,Wire
PAY0001616,ClientD,2025-04,224.91,Check
PAY0001617,ClientD,2025-07,987.71,ACH
PAY0001618,ClientB,2026-04,389.4,Wire
PAY0001619,ClientC,2026-01,450.09,ACH
PAY0001620,ClientA,2026-01,864.5,Wire
PAY0001621,ClientB,2025-09,618.77,ACH
PAY0001622,ClientB,2025-10,88.64,Check
PAY0001623,ClientA,2025-06,615.77,ACH
PAY0001624,ClientD,2025-09,925.82,Check
PAY0001625,ClientC,2025-11,795.89,ACH
PAY0001626,ClientA,2025-01,696.5,ACH
PAY0001627,ClientC,2025-04,271.82,Check
PAY0001628,ClientD,2025-03,593.12,Check
PAY0001629,ClientD,2025-01,257.82,Check
PAY0001630,ClientB,2025-05,124.63,ACH
PAY0001631,ClientC,2026-01,297.16,Wire
PAY0001632,ClientA,2026-01,398.88,ACH
PAY0001633,ClientA,2025-07,772.11,ACH
PAY0001634,ClientB,2026-02,1003.16,Check
PAY0001635,ClientA,2025-05,217.76,Wire
PAY0001636,ClientD,2025-05,190.1,ACH
PAY0001637,ClientA,2025-02,327.08,Check
PAY0001638,ClientC,2025-09,1481.78,ACH
PAY0001639,ClientD,2025-03,262.74,Wire
PAY0001640,ClientA,2025-05,1009.97,Check
PAY0001641,ClientD,2025-01,682.86,Wire
PAY0001642,ClientD,2025-06,1128.52,Wire
PAY0001643,ClientC,2025-07,347.33,Wire
PAY0001644,ClientA,2025-07,39.46,Wire
PAY0001645,ClientC,2025-05,87.62,Check
PAY0001646,ClientB,2025-03,887.46,ACH
PAY0001647,ClientA,2026-02,613.92,ACH
PAY0001648,ClientA,2025-07,403.88,Check
PAY0001649,ClientA,2025-07,352.94,Check
PAY0001650,ClientB,2025-08,400.75,ACH
PAY0001651,ClientA,2025-04,743.89,Wire
PAY0001652,ClientD,2025-09,534.44,Wire
PAY0001653,ClientC,2025-02,120.66,ACH
PAY0001654,ClientC,2025-05,438.31,ACH
PAY0001655,ClientD,2025-02,263.32,ACH
PAY0001656,ClientA,2025-01,170.27,Wire
PAY0001657,ClientA,2025-11,164.6,Wire
PAY0001658,ClientB,2025-08,648.86,Check
PAY0001659,ClientC,2026-01,369.05,Check
PAY0001660,ClientC,2025-12,542.18,ACH
PAY0001661,ClientA,2025-09,234.24,ACH
PAY0001662,ClientB,2025-06,285.6,Check
PAY0001663,ClientA,2025-02,125.08,Check
PAY0001664,ClientD,2025-09,715.41,ACH
PAY0001665,ClientD,2025-07,1044.01,Check
PAY0001666,ClientB,2025-12,188.83,ACH
PAY0001667,ClientA,2026-02,504.61,Check
PAY0001668,ClientB,2025-07,300.01,ACH
PAY0001669,ClientA,2026-04,223.97,Check
PAY0001670,ClientC,2025-01,859.01,ACH
PAY0001671,ClientA,2025-11,188.16,Wire
PAY0001672,ClientA,2025-07,72.0,ACH
PAY0001673,ClientC,2026-01,774.94,Check
PAY0001674,ClientC,2025-01,771.54,ACH
PAY0001675,ClientD,2025-05,198.85,ACH
PAY0001676,ClientD,2025-12,564.35,ACH
PAY0001677,ClientD,2025-10,1066.98,Wire
PAY0001678,ClientD,2025-07,245.28,Wire
PAY0001679,ClientC,2025-05,362.94,Check
PAY0001680,ClientC,2025-05,394.82,Check
PAY0001681,ClientC,2025-07,370.18,Check
PAY0001682,ClientD,2026-02,823.68,Check
PAY0001683,ClientD,2025-06,63.63,ACH
PAY0001684,ClientA,2026-01,823.36,Check
PAY0001685,ClientB,2025-01,326.16,Wire
PAY0001686,ClientD,2025-01,737.21,ACH
PAY0001687,ClientB,2025-01,327.69,ACH
PAY0001688,ClientA,2025-09,229.55,Wire
PAY0001689,ClientA,2025-01,161.07,ACH
